CodigoAntiguo;IdDoc;CodigoNuevo;Gerencia;Area;EstadoDocumento;Aprobador;Elaborador;FechaVigencia;UltimaRevision;NroRevision;Revisor ;TipoDocumento;Validador;Verificador;Confidencial;Distribuidor;FechaAprobacion;FechaEdicion;NroEdicion;Pais;Titulo
CCE-P-002;;ASE-P-001;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;PROCEDIMIENTO;;;;;5/05/2017;5/05/2017;1;Perú;ASEGURAMIENTO DE CALIDAD DE PRODUCTO TERMINADO
CCE-P-003;;ASE-P-002;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;PROCEDIMIENTO;;;;;5/05/2017;5/05/2017;1;Perú;ASEGURAMIENTO DE LA CALIDAD DE MATERIAS PRIMAS, INSUMOS Y MERCADERÍAS QUE INGRESAN A PLANTA PARA LOS PROCESOS PRODUCTIVOS Y COMERCIALES
ASC-TA-044;;ASE-TA-002;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;23/07/2018;23/07/2018;1;Perú;CLASE DE MOVIMIENTOS DE TRASLADO EN SAP
CCE-TA-001;;ASE-TA-003;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;9/03/2015;18/04/2018;7;Perú;CONTROL DE CALIDAD DE EMULSIONES
CCE-TA-002;;ASE-TA-004;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;9/06/2017;9/06/2017;3;Perú;Patron de Muestreo - Planta de Accesorios
CCE-TA-003;;ASE-TA-005;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;9/03/2015;9/03/2015;2;Perú;ESTABILIDAD Y FRECUENCIA ENSAYOS ABEL TEST
CCE-TA-005;;ASE-TA-006;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;9/03/2015;9/03/2015;3;Perú;PARAMETROS DE MUESTREO
CCE-TA-006;;ASE-TA-007;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;9/03/2015;9/03/2015;2;Perú;NIVELES ACEPTABLES DE CALIDAD (INSPECCION NORMAL)
CCE-TA-007;;ASE-TA-008;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;9/03/2015;9/03/2015;2;Perú;NIVELES ACEPTABLES DE CALIDAD (INSPECCION SEVERA O ESTRICTA)
CCE-TA-008;;ASE-TA-009;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;9/03/2015;9/03/2015;2;Perú;NIVELES ACEPTABLES DE CALIDAD  (INSPECCIÓN REDUCIDA)
CCE-TA-009;;ASE-TA-010;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;9/03/2015;9/03/2015;1;Perú;DISTANCIA MÍNIMA DE PROTECCIÓN DEL PERSONAL ENCARGADO DE LA DESTRUCCIÓN
CCE-TA-010;;ASE-TA-011;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;9/03/2015;9/03/2015;1;Perú;DISTANCIA MINIMA A LUGARES HABITADOS Y VIAS DE COMUNICACIÓN
CCE-TA-011;;ASE-TA-012;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;9/03/2015;9/03/2015;1;Perú;DISTANCIA ENTRE PARTIDAS DE  EXPLOSIVOS A DESTRUIR
CCE-TA-012;;ASE-TA-013;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;9/03/2015;9/03/2015;1;Perú;CONTROL DE DENSIDAD DE EMULSIONES/TACNA
CCE-TA-013;;ASE-TA-014;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;9/03/2015;9/03/2015;5;Perú;TIEMPO DE RETARDO
CCE-TA-014;;ASE-TA-015;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;9/03/2015;9/03/2015;1;Perú;DETERMINACION DE LA FUERZA( PRUEBA DE ESOPO)
CCE-TA-015;;ASE-TA-016;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;9/03/2015;9/03/2015;1;Perú;DETERMINACIÓN DE LA RESISTENCIA AL IMPACTO
CCE-TA-018;;ASE-TA-017;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;9/03/2015;27/10/2017;2;Perú;CONTROL DE DENSIDAD DE EMULSIONES
CCE-TA-038;;ASE-TA-018;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;9/03/2015;30/10/2017;4;Perú;DISPOSICION DE MUESTRAS DE LA PLANTA DE EMULSIONES
CCE-TA-039;;ASE-TA-019;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;15/04/2015;15/04/2015;1;Perú;CONTROL DE DENSIDAD DE EMULSIONES - PLANTA TACNA
CCE-TA-040;;ASE-TA-020;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;23/12/2016;9/03/2015;1;Perú;ESTATUS DE MATERIALES
CCE-TA-042;;ASE-TA-021;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;9/03/2015;9/03/2015;1;Perú;Cantidad de Muestra en Inspección de Mercadería
CCE-TA-043;;ASE-TA-022;Sustentabilidad ;Aseguramiento de la Calidad;Aprobado;;;;;0;jmendoza@exsa.net;TABLA;;;;;19/01/2017;19/01/2017;1;Perú;Cantidad de Muestra en Inspección de Mercaderías
CIN-P-001;;CIN-P-001;Negocios Internacionales y Sistemas de Iniciación;Cuentas Internacionales ;Aprobado;;;;;0;junanua@exsa.net;PROCEDIMIENTO;;;;;19/04/2017;19/04/2017;1;Perú;Proceso de Cuentas Internacionales
CIN-P-002;;CIN-P-002;Negocios Internacionales y Sistemas de Iniciación;Cuentas Internacionales ;Aprobado;;;;;0;chesse@exsa.net;PROCEDIMIENTO;;;;;23/03/2017;23/03/2017;1;Perú;TRIANGULACIÓN
DMA-POL-001;;DMA-POL-001;Administración y Finanzas ;Data Maestra ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;30/12/2016;30/12/2016;1;Perú;REGISTRO DE PROVEEDORES
DMA-POL-002;;DMA-POL-002;Administración y Finanzas ;Data Maestra ;Aprobado;;;;;0;RPrado@exsa.net;POLÍTICA;;;;;16/03/2017;16/03/2017;1;Perú;POLITICA DE ADMINISTRACION DEL MAESTRO DE MATERIALES
DMA-P-003;;DMA-P-003;Administración y Finanzas ;Data Maestra ;Aprobado;;;;;0;lfernandez@xsa.net;PROCEDIMIENTO;;;;;7/08/2015;7/08/2015;1;Perú;ADMINISTRACIÓN DE LA DATA MAESTRA DE PROVEEDORES 
DMA-P-004;;DMA-P-004;Administración y Finanzas ;Data Maestra ;Aprobado;;;;;0;lfernandez@xsa.net;PROCEDIMIENTO;;;;;7/08/2015;7/08/2015;1;Perú;ADMINISTRACIÓN DE LA DATA MAESTRA DE COLABORADORES
POL-F-001;;DIS-F-001;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;FORMATO;;;;;22/07/2008;30/04/2014;2;Perú;AUTORIZACION DE SALIDA DE FABRICA
POL-F-002;;DIS-F-002;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;FORMATO;;;;;4/02/2013;7/07/2018;3;Perú;CONTROL DE POLVORINES
POL-F-003;;DIS-F-003;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;FORMATO;;;;;22/07/2008;30/04/2014;3;Perú;LISTA DE CHEQUEO EN POLVORINES PARA EL DESPACHO DE EXPLOSIVOS
POL-F-004;;DIS-F-004;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;FORMATO;;;;;22/07/2008;9/07/2018;2;Perú;ACTA DE RECEPCION
POL-F-005;;DIS-F-005;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;FORMATO;;;;;9/02/2017;18/10/2017;7;Perú;CONTROL DESPACHO DE EXPORTACIÓN
POL-F-008;;DIS-F-006;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;FORMATO;;;;;5/06/2015;9/06/2017;5;Perú;Inspección de Almacenes y Polvorines
POL-F-009;;DIS-F-007;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;FORMATO;;;;;26/02/2015;26/02/2015;2;Perú; REPORTE DE CONTEO CICLICO
POL-F-011;;DIS-F-008;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;FORMATO;;;;;26/02/2015;26/02/2015;2;Perú; HOJA DE SEGUIMIENTO DE DESPACHO DE EMULSIÓN MATRIZ
POL-F-013;;DIS-F-009;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;FORMATO;;;;;26/02/2015;9/07/2018;3;Perú;REPORTE DE CIERRE DE POLVORINES DIARIAS
POL-F-014;;DIS-F-010;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;FORMATO;;;;;1/06/2016;1/06/2016;1;Perú;ENTREGA DE PRODUCTOS DE POLVORINES
POL-F-015 ;;DIS-F-011;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;FORMATO;;;;;23/11/2016;23/11/2016;1;Perú;CHECK LIST CARGUIO DE CISTERNAS DE EMULSION A GRANEL
POL-F-016;;DIS-F-012;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;FORMATO;;;;;23/02/2017;23/02/2017;1;Perú;REPORTE DE CAPACIDADES- POLVORINES
POL-F-017;;DIS-F-013;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;FORMATO;;;;;7/04/2017;7/04/2017;1;Perú;TARJETA DE CONTROL
POL-F-018;;DIS-F-014;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;FORMATO;;;;;19/02/2018;19/02/2018;1;Perú;CHECK LIST DE CARGUIO DE CISTERNAS DE EMULSION A GRANEL
POL-I-001;;DIS-I-001;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;INSTRUCCIÓN;;;;;12/08/2015;12/08/2015;1;Perú;Control de dispositivos de seguridad en Polvorines y Almacenes de MP
POL-I-002;;DIS-I-002;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;INSTRUCCIÓN;;;;;5/03/2015;5/03/2015;1;Perú;EMPLEO DE TRANSPORTADORES POR GRAVEDAD (POLINES)
POL-PF-001;;DIS-PF-001;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;PATRÓN FOTOGRÁFICO;;;;;10/10/2018;10/10/2018;1;Perú;REGISTROS FOTOGRAFICOS DE EXPORTACIÓN
POL-P-001;;DIS-P-001;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;lfernandez@xsa.net;PROCEDIMIENTO;;;;;25/08/2008;30/05/2017;2;Perú;RECEPCIÓN Y ALMACENAMIENTO DE PRODUCTO TERMINADO
POL-P-002;;DIS-P-002;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;lfernandez@xsa.net;PROCEDIMIENTO;;;;;25/08/2008;6/04/2017;2;Perú;DESPACHO DE PRODUCTO TERMINADO DE EXPLOSIVOS Y ACCESORIOS DE VOLADURA
POL-P-003;;DIS-P-003;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;lfernandez@xsa.net;PROCEDIMIENTO;;;;;25/08/2008;14/03/2018;3;Perú;DESPACHO DE EMULSIÓN A GRANEL
POL-P-004;;DIS-P-004;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;lfernandez@xsa.net;PROCEDIMIENTO;;;;;2/10/2015;4/01/2019;4;Perú;DESPACHO DE EXPORTACIONES DE EXPLOSIVOS,  ACCESORIOS DE VOLADURA Y MERCADERÍAS
POL-P-005;;DIS-P-005;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;lfernandez@xsa.net;PROCEDIMIENTO;;;;;30/05/2017;30/05/2017;1;Perú;RECEPCIÓN Y ALMACENAMIENTO DE MERCADERÍAS
POL-TA-001;;DIS-TA-001;Logística ;Almacén de Producto Terminado ;Aprobado;;;;;0;htocon@exsa.net;TABLA;;;;;19/01/2010;9/05/2018;5;Perú;CUADRO DE COMPATIBILIDAD DE EXPLOSIVOS PARA EL TRASLADO O ALMACENAMIENTO EN CONJUNTO
AYF-F-001;;AYF-F-001;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;FORMATO;;;;;24/10/2017;24/10/2017;1;Perú;Condiciones de pago
AYF-F-002;;AYF-F-002;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;FORMATO;;;;;24/10/2017;24/10/2017;1;Perú;Líneas de crédito
AYF-POL-001;;AYF-POL-001;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;10/01/2014;10/01/2014;1;Perú;ACTIVIDADES DEL CIERRE FINANCIERO MENSUAL
AYF-POL-002;;AYF-POL-002;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;6/01/2016;6/01/2016;1;Perú;TARJETAS DE CRÉDITO CORPORATIVAS
AYF-POL-003;;AYF-POL-003;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;31/07/2014;31/07/2014;1;Perú;TRANSACCIONES CON AFILIADAS
AYF-POL-004;;AYF-POL-004;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;25/07/2014;25/07/2014;1;Perú;GASTOS POR TRANSPORTE DE PERSONAL
AYF-POL-005;;AYF-POL-005;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;22/09/2014;22/09/2014;1;Perú;VIAJES
AYF-POL-006;;AYF-POL-006;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;1/05/2015;9/01/2017;2;Perú;FONDOS FIJOS
AYF-POL-007;;AYF-POL-007;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;31/07/2014;31/07/2014;1;Perú;CONCILIACIÓN DE SALDOS CON TERCEROS
AYF-POL-008;;AYF-POL-008;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;8/06/2015;8/06/2015;1;Perú;INTANGIBLES
AYF-POL-009;;AYF-POL-009;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;31/07/2015;9/01/2017;2;Perú;COBRANZA DUDOSA
AYF-POL-010;;AYF-POL-010;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;31/07/2015;31/07/2015;1;Perú;INVENTARIOS DE EXISTENCIAS
AYF-POL-011;;AYF-POL-011;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;9/01/2017;9/01/2017;1;Perú;POLÍTICA DE PROPIEDADES, PLANTA Y EQUIPOS
AYF-POL-011;;AYF-POL-011;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;9/01/2017;9/01/2017;1;Perú;POLÍTICA DE PROPIEDADES, PLANTA Y EQUIPOS
AYF-POL-012;;AYF-POL-012;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;5/01/2017;5/01/2017;1;Perú;Cobranzas
AYF-POL-013;;AYF-POL-013;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;5/01/2017;5/01/2017;1;Perú;CONCILIACIÓN BANCARIA
AYF-POL-014;;AYF-POL-014;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;9/01/2016;9/01/2017;1;Perú;GUIA POR FACTURAR
AYF-POL-015;;AYF-POL-015;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;9/01/2017;9/01/2017;1;Perú;PAGO A PROVEEDORES
AYF-POL-019;;AYF-POL-019;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;10/02/2017;10/02/2017;1;Perú;ADMINISTRACIÓN DE LÍNEAS DE CRÉDITOS
AYP-POL-017;;AYP-POL-017;Administración y Finanzas ;Gerencia de Administración y Finanzas ;Aprobado;;;;;0;mkaneko@exsa.net;POLÍTICA;;;;;9/02/2017;9/02/2017;1;Perú;GASTOS NO DEDUCIBLES
COE-F-008;;COE-F-008;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;ltorpoco@exsa.net;FORMATO;;;;;30/07/2008;15/10/2015;4;Perú;RECEPCION DE RECLAMOS
COE-F-010;;COE-F-010;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;ltorpoco@exsa.net;FORMATO;;;;;30/07/2008;13/03/2014;3;Perú;HOJA DE CONFORMIDAD DEL CLIENTE
COE-F-073;;COE-F-073;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;ltorpoco@exsa.net;FORMATO;;;;;12/08/2014;14/12/2018;2;Perú;CREACIÓN/MODIFICACIÓN DE CLIENTES
COE-F-074;;COE-F-074;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;ltorpoco@exsa.net;FORMATO;;;;;3/04/2017;3/04/2017;1;Perú;CARGO - CONTROL DE REMISIÓN DE DOCUMENTOS CONTABLES
COE-F-075;;COE-F-075;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;ltorpoco@exsa.net;FORMATO;;;;;3/04/2017;3/04/2017;1;Perú;CONTROLES DE NOTAS CONTABLES
COE-F-076;;COE-F-076;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;ltorpoco@exsa.net;FORMATO;;;;;3/04/2017;3/04/2017;1;Perú;CONTROL DE FACTURAS EMITIDAS
COE-F-077;;COE-F-077;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;ltorpoco@exsa.net;FORMATO;;;;;2/05/2017;2/05/2017;1;Perú;CHECK LIST DE REUNIÓN KICK OFF
COE-F-082;;COE-F-082;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;ltorpoco@exsa.net;FORMATO;;;;;14/12/2018;14/12/2018;1;Perú;CARTA SPLAFT: COMUNICADO AL CLIENTE
COE-F-083;;COE-F-083;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;ltorpoco@exsa.net;FORMATO;;;;;14/12/2018;14/12/2018;1;Perú;CARTA SPLAFT: ACTUALIZACION DE INFORMACIÓN DEL CLIENTE
COE-F-084;;COE-F-084;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;ltorpoco@exsa.net;FORMATO;;;;;14/12/2018;14/12/2018;1;Perú;DECLARACION JURADA: CONOCE A TU CLIENTE
COE-F-085;;COE-F-085;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;ltorpoco@exsa.net;FORMATO;;;;;14/12/2018;14/12/2018;1;Perú;INFORME REPUTACIONAL
COE-POL-001;;COE-POL-001;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;ltorpoco@exsa.net;POLÍTICA;;;;;29/08/2017;29/08/2017;1;Perú;POLITICA DE COMISIONES DE REPRESENTANTES DE VENTAS
COE-POL-002;;COE-POL-002;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;ltorpoco@exsa.net;POLÍTICA;;;;;23/04/2018;14/12/2018;2;Perú;POLÍTICA DE CONOCIMIENTO DE CLIENTES
COE-P-009;;COE-P-009;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;csanchez@exsa.net;PROCEDIMIENTO;;;;;6/09/2011;27/09/2016;7;Perú;ATENCIÓN DE RECLAMOS DE CLIENTES
COE-P-014;;COE-P-014;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;csanchez@exsa.net;PROCEDIMIENTO;;;;;6/06/2011;02705/2017;2;Perú;PROCESO DE LICITACIÓN UNIDAD TAJO
COE-P-022;;COE-P-022;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;csanchez@exsa.net;PROCEDIMIENTO;;;;;9/06/2017;9/06/2017;1;Perú;PROCESO DE HOMOLOGACIÓN
COE-P-023;;COE-P-023;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;csanchez@exsa.net;PROCEDIMIENTO;;;;;7/06/2017;7/06/2017;1;Perú;PROGRAMA DE DESPACHO DE EMULSIÓN A GRANEL Y NITRATO DE AMONIO
CEO-TA-004;;CEO-TA-004;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;ltorpoco@exsa.net;TABLA;;;;;31/08/2017;31/08/2017;1;Perú;ESCALA DE BONOS Y PENALIDADES
COE-TA-001;;COE-TA-001;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;ltorpoco@exsa.net;TABLA;;;;;31/08/2017;31/08/2017;1;Perú;ESCALA DE COMISIONES REGIONALES
COE-TA-002;;COE-TA-002;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;ltorpoco@exsa.net;TABLA;;;;;31/08/2017;31/08/2017;1;Perú;ESCALA DE COMISIONES REGIONALES - RG BLASTING
COE-TA-003;;COE-TA-003;Comercial y Marketing;Gerencia de Comercial y Marketing ;Aprobado;;;;;0;ltorpoco@exsa.net;TABLA;;;;;31/08/2017;31/08/2017;1;Perú;ESCALA DE COMISIONES CUENTAS CLAVE - RG BLASTING
GH-F-096;;PER-F-153;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;4/11/2014;4/11/2014;1;Perú;SOLICITUD DE LICENCIA POR PATERNIDAD
GH-F-097;;PER-F-154;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;28/05/2015;28/05/2015;1;Perú;SOLICITUD DE RECTIFICACIÓN DE PDT
PER-F-001;;PER-F-001;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;11/08/2009;24/01/2018;9;Perú;FICHA DEL COLABORADOR DECLARACION JURADA DE DATOS PERSONALES
PER-F-002;;PER-F-002;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;11/08/2009;10/01/2017;4;Perú;DECLARACION DEL TRABAJADOR
PER-F-008;;PER-F-008;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;11/08/2009;20/07/2016;4;Perú;CONSTANCIA DE RECEPCION DE DOCUMENTOS
PER-F-009;;PER-F-009;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;14/08/2009;30/09/2015;4;Perú;DECLARACION JURADA DE BENEFICIARIOS
PER-F-011;;PER-F-011;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;26/08/2009;9/12/2015;4;Perú;AUTORIZACIÓN DE HORAS EXTRAS
PER-F-016;;PER-F-016;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;11/08/2009;29/11/2017;11;Perú;REGISTRO DE INDUCCIÓN, CAPACITACIÓN, ENTRENAMIENTO Y SIMULACROS DE EMERGENCIA
PER-F-019;;PER-F-019;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;14/08/2009;5/10/2017;7;Perú;SOLICITUD DE PRESTAMO
PER-F-032;;PER-F-032;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;23/02/2017;23/02/2017;7;Perú;REQUERIMIENTO DE PERSONAL
PER-F-063;;PER-F-063;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;16/10/2009;20/10/2014;5;Perú;SOLICITUD DE VACACIONES
PER-F-068;;PER-F-068;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;10/09/2009;30/09/2015;3;Perú;CHECK LIST - DOCUMENTOS PARA EL FILE PERSONAL
PER-F-082;;PER-F-082;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;15/01/2014;20/06/2017;3;Perú;ENCUESTA SATISFACCIÓN DE CAPACITACIÓN
PER-F-089;;PER-F-089 ;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;11/01/2011;12/05/2017;4;Perú;DESCRIPCIÓN DE PERFIL DE EXITO
PER-F-091;;PER-F-091;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;5/05/2011;28/12/2016;2;Perú;FICHA DE ACTUALIZACIÓN DE DATOS DEL COLABORADOR
PER-F-092;;PER-F-092;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;23/02/2015;13/02/2018;2;Perú;DECLARACIÓN JURADA – POLÍTICA DE CONFLICTO DE INTERESES
PER-F-093;;PER-F-093;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;9/02/2015;4/07/2016;1;Perú;COMPENSACIÓN DE HORAS (CANJE)
PER-F-095;;PER-F-095;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;22/06/2016;22/06/2016;1;Perú;Carta por Pase a Indeterminado
PER-F-096;;PER-F-096;Gestión Humana ;Gerencia de Gestión Humana ;Aprobado;;;;;0;irivas@exsa.net;FORMATO;;;;;4/07/2016;14/03/2017;2;Perú;DECLARACIÓN JURADA POLITICAS Y PROCEDIMIENTOS DE GESTION HUMANA
